inputurl,id,type,shortcode,caption,url,commentscount,dimensionsheight,dimensionswidth,displayurl,videourl,alt,likescount,videoviewcount,videoplaycount,timestamp,locationname,locationid,ownerfullname,ownerusername,ownerid,producttype,videoduration,issponsored
https://www.instagram.com/lucasmiglio,3311473826855734386,Video,C30t-aMvUxy,"✈️ Teófilo Otoni merece mudança para voar alto!

💬🤝🏻 Deputada Greyce Elias, muito obrigado pela confiança e receptividade! Seu mandato é exemplo de cuidado e atenção com o povo mineiro!

Seguiremos juntos neste projeto rumo ao desenvolvimento da Capital Mundial das Pedras Preciosas! 💎

#DeputadaFederal #Desenvolvimento #Modernização #Mudança #TeófiloOtoni #Lucasmiglio",https://www.instagram.com/p/C30t-aMvUxy/,28,1333,750,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/429844581_1354732258526747_6191128389266558993_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=TvTmHTNUvkMAX-m4NDn&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDvZH0-x0iWb8PI9twZZcmSf9bg0sbXG_bUj9FVY_Rk1g&oe=65E0CA69&_nc_sid=2999b8,https://scontent-lax3-2.cdninstagram.com/v/t66.30100-16/10000000_749343597174511_4100690641022939657_n.mp4?_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=id1k2Ec0D4MAX_JyQwj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCDfACB0dTHwgNNn16f7anoGmAyBi_BB2tLbbVuY_uMZA&oe=65E0D91D&_nc_sid=2999b8,,198,1780.0,5320.0,2024-02-26T20:16:39.000Z,"Belo Horizonte, Brazil",213255513,Lucas Miglio,lucasmiglio,188888633,clips,41.1,False
https://www.instagram.com/comandante_marinho,3311429464289579243,Video,C30j42VvhDr,"Quem me conhece sabe que minha família é o bem mais precioso que tenho.

É impossível falar do orgulho que tenho da minha primogênita Alice e não se emocionar, como disse meu amigo @eldersena “… vejo que seus olhos lagrimejaram agora.”

Deus criou a família para ser unida, protegendo e fortalecendo cada membro. 
Rimos, choramos, temos conquistas e decepções, mas ultrapassamos tudo em nome do Amor.

Uma família unida, guiada por Deus, é uma grande bênção! 

@radio98to",https://www.instagram.com/p/C30j42VvhDr/,20,1333,750,https://instagram.fbda1-1.fna.fbcdn.net/v/t51.2885-15/429812433_1845820262551239_5549303505949411199_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbda1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=VBQo8OFcjIgAX8uoIts&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA4FzwHyRAtU260josQj4mwVHBRLCe-TPmz-IRvdca1OA&oe=65E04A46&_nc_sid=2999b8,https://instagram.fbda1-1.fna.fbcdn.net/v/t66.30100-16/323730006_415367380862336_7533719440451221024_n.mp4?_nc_ht=instagram.fbda1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=QSpPoHCKj0UAX9-dmJD&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBdDrqldFPdoYQu8UNecEyimEFrdkxOTPmkTGm4XMgi7A&oe=65E05C54&_nc_sid=2999b8,,343,2239.0,4156.0,2024-02-26T18:49:39.000Z,Teófilo Otoni,213382431,Comandante Marinho,comandante_marinho,6437175582,clips,39.506,False
https://www.instagram.com/comandante_marinho,3310093400333585484,Video,C3v0Gj0P4xM,"Hoje (24/02) pela manhã, foi dia de participar do lançamento do Projeto Esportivo Jorge Augusto, idealizado pelo líder comunitário Renato Teles, que irá atender diversas crianças carentes através do esporte.

Parabéns a todos os envolvidos, Projetos como esse transformam a vida das nossas crianças!

@projetosocialjorgeaugusto
@renatotelesteo
@gracielly_motta",https://www.instagram.com/p/C3v0Gj0P4xM/,12,1333,750,https://scontent-itm1-1.cdninstagram.com/v/t51.2885-15/429668798_1093481798535852_4739931798809852238_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=pqJa3DWhgo4AX9WRoHf&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBWMQypJCitZe45mTBmpMMO9dc08tOV8-yIxqv0n0pWjQ&oe=65E074B2&_nc_sid=2999b8,https://scontent-itm1-1.cdninstagram.com/v/t66.30100-16/10000000_434504625582458_7865391559857774261_n.mp4?_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=qOzB61g842IAX929BiT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBQSwX5lOW4oK4RoE5eVfIdNIiktgS0QGSgrAY1YD65rA&oe=65E08513&_nc_sid=2999b8,,89,959.0,3201.0,2024-02-24T22:34:05.000Z,Espaço Alternativa,384145625419524,Comandante Marinho,comandante_marinho,6437175582,clips,86.853,False
https://www.instagram.com/bruno.balarini,3310744876315595418,Video,C3yIOyGvFKa,"Investir em infraestrutura é: investir na sua qualidade de vida; gerar emprego e renda; reduzir os problemas urbanos; aumentar a segurança; gastar melhor o dinheiro público; evitar acidentes; preparar a cidade para novos investimentos; valorizar o seu imóvel; organizar a cidade e também, fazer por todos! É isso e muito mais...
Por isso, no nosso plano de governo, a infraestrutura será destaque, com o Programa ""CIDADE DO AMOR FRATERNO""
#infraestrutura #cidade #minasgerais #arquitetura #engenharia #você #qualidade #vida #saude #agro",https://www.instagram.com/p/C3yIOyGvFKa/,26,1137,640,https://instagram.fcgk6-2.fna.fbcdn.net/v/t51.2885-15/429571861_926463565703803_1170244100663520158_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk6-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=v0JFDbf1TLMAX9aJcBI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCjRjvjFMixjvdHTc57PhKmLXa1GWJBbv7mFN6yRcReYA&oe=65E0B84B&_nc_sid=2999b8,https://instagram.fcgk6-3.fna.fbcdn.net/v/t66.30100-16/10000000_3343880649238683_6585346132245950908_n.mp4?_nc_ht=instagram.fcgk6-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=anK41G_f8TgAX_7PXmd&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDXGr7F9IecufMw6DDAxNTliraOxqnWNsYODHbwa5qC_w&oe=65E07C1B&_nc_sid=2999b8,,308,2996.0,6045.0,2024-02-25T20:14:01.000Z,,,Bruno Balarini,bruno.balarini,2931791695,clips,67.106,False
https://www.instagram.com/bruno.balarini,3309976590498377369,Video,C3vZiwLg66Z,"Que tipo de prefeito você prefere?
(A) o que fica escondido por 4 anos e agora vem falar que está preocupado com a cidade, usando um discurso soberbo e com um grupo radical.
(B) o que está desde sempre mostrando o que pode ser melhor e quer fazer uma administração que te atenda.
(C) um sucessor de um projeto de poder que teve a oportunidade de fazer por você e não fez porque está preocupado com o partido político e seu grupinho.
#teofilootoni #minasgerais #vontade #engenharia #agronomia #arquitetura",https://www.instagram.com/p/C3vZiwLg66Z/,33,1137,640,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/420638446_923946622415195_3693468589114594687_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=7-3__bJvgm0AX-SIMz1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAJVzL1VGU5gXZ1SDQDWKndTunoeKrzPglVz8kcghvBqA&oe=65E0A024&_nc_sid=2999b8,https://scontent-bos5-1.cdninstagram.com/v/t66.30100-16/10000000_1464958027764687_4885206334537415343_n.mp4?_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yvwk9x-LChAAX-bXhZV&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA925pd7iikPdMmDtjjkRkHJtXKpkddCa6NjAtsjoXrwQ&oe=65E0C1BA&_nc_sid=2999b8,,369,4775.0,10109.0,2024-02-24T18:45:25.000Z,,,Bruno Balarini,bruno.balarini,2931791695,clips,76.021,False
https://www.instagram.com/mariaeugeniabiffi,3309148639975087145,Video,C3sdSfKrpwp,"🚨 O que um vídeo desses te faz refletir?

A hora de mudar é AGORA! Vamos juntas por uma DDM 24h em Ribeirão!
Marque nos comentários alguém para assinar o manifesto (link na bio)!

#DDM24 #combateaviolenciacontraamulher #manifesto",https://www.instagram.com/p/C3sdSfKrpwp/,100,1333,750,https://instagram.fpnh7-1.fna.fbcdn.net/v/t51.2885-15/429344989_1061509478396184_425810538358264008_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fpnh7-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=FP7iQXdr088AX-wjF3R&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfATSB0ybgnGD77oUiwD57awiiutmZ1Dx8d9i6JtBiYPcQ&oe=65E0AD2A&_nc_sid=2999b8,https://instagram.fpnh7-1.fna.fbcdn.net/v/t66.30100-16/10000000_725115049727832_2612438562412959071_n.mp4?_nc_ht=instagram.fpnh7-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=YZAoUOZo33IAX9bjkGW&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDWrswYS0TZmj1exs5MLKCfSDbIpOFAi1qM3wfNaVaAEA&oe=65E080C4&_nc_sid=2999b8,,1972,16350.0,30814.0,2024-02-23T15:16:44.000Z,"Ribeirão Preto, São Paulo, Brazil",1602979196405843,Maria Eugênia Biffi,mariaeugeniabiffi,541628220,clips,86.466,False
https://www.instagram.com/comandante_marinho,3309282340110296210,Sidecar,C3s7sFHv2SS,"A convite do Tenente Alonso Vieira, participei hoje (23/02) da solenidade em comemoração do 32° aniversário de instalação da 2ª Companhia de Bombeiros Militar de Minas Gerais, em Teófilo Otoni. 

São décadas de serviços prestados por homens e mulheres de honra. 

Parabéns e sucesso a todos os irmãos e irmãs de farda do CBMMG.

@bombeirosteofilootoni
@19bpmmg
@15rpm_pmmg
@alonsovieira",https://www.instagram.com/p/C3s7sFHv2SS/,11,809,1080,https://scontent-dfw5-2.cdninstagram.com/v/t39.30808-6/428699107_18256034185215583_965330874755581764_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=CTXK6aWkd3AAX9b9KTo&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfD9pblu-W0OZJ9byGeHQEbQBWMQuE9ghnClk41bV-sjug&oe=65E3A32C&_nc_sid=2999b8,,,251,,,2024-02-23T19:40:18.000Z,CDL Teófilo Otoni,770700137,Comandante Marinho,comandante_marinho,6437175582,,,False
https://www.instagram.com/douglasalmeidasjm,3312225300781551509,Video,C33Y1y1JU-V,"CHEGA! Não dá mais!

Ninguém aguenta mais a insegurança em São João de Meriti. A prefeitura precisa deixar de ser omissa e começar a trabalhar. Nossa população não pode ficar refém da criminalidade!

O que está acontecendo é fruto do descaso do Governo do Estado e da Prefeitura!

#SegurançaPública #SãoJoãoDeMeriti #bxd #Baixada",https://www.instagram.com/p/C33Y1y1JU-V/,6,1333,750,https://instagram.fman4-2.fna.fbcdn.net/v/t51.2885-15/429565407_855413556384570_4226308032867193528_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fman4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=a2L9VcHht3UAX-z40aq&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBGESAmXzZTmTSLsbfsFOTPndR1XYJ-MtUyAmyakP0cqQ&oe=65E0C594&_nc_sid=2999b8,https://instagram.fman4-1.fna.fbcdn.net/v/t66.30100-16/10000000_1143434713496959_1480244533304742383_n.mp4?_nc_ht=instagram.fman4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=nH0jjyZxehIAX9mOa7C&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfADg08-SS5D4OzlhjCPi6Uhc53pawMQcKfq8i5eNbMUyQ&oe=65E0C5C9&_nc_sid=2999b8,,-1,309.0,1018.0,2024-02-27T21:11:40.000Z,,,Douglas Almeida,douglasalmeidasjm,5745485350,clips,58.602,False
https://www.instagram.com/bruno.balarini,3309341465527451826,Video,C3tJId9PACy,"Hoje visitei vários pontos da cidade...
Veja a distância entre o discurso e a realidade.
Meu objetivo é te alertar. Não entendo porque a demora em resolver o que é simples.
Por isso, nas próximas postagens, vamos abordar os assuntos dos bairros!
#realidade #cidade #arquitetura #engenharia #urbanismo",https://www.instagram.com/p/C3tJId9PACy/,70,1137,640,https://instagram.fkun1-1.fna.fbcdn.net/v/t51.2885-15/429780025_1819280915150913_6886355520153366838_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fkun1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=qFw3Xs-PzUYAX82gHwq&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfADkAFwaJWOJTssbHNuP5Uf-bMC0UZyrHCOiQyJ2TlMuw&oe=65E07960&_nc_sid=2999b8,https://instagram.fkun1-1.fna.fbcdn.net/v/t66.30100-16/10000000_366576532860311_8692599634738557981_n.mp4?_nc_ht=instagram.fkun1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=_ajgBQvagGMAX_Lk9KA&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD8YVypGy4hjbcULWsD5QC7V6VmUR1SbeiWLWrdPtptCg&oe=65E0A874&_nc_sid=2999b8,,544,7771.0,17657.0,2024-02-23T21:42:14.000Z,,,Bruno Balarini,bruno.balarini,2931791695,clips,34.0,False
https://www.instagram.com/douglasalmeidasjm,3310676336093559469,Sidecar,C3x4pZDJfqt,"Hoje fomos até Caxias dar um abraço no amigo @wesleyteixeiras que é pré-candidato a prefeito e na nova executiva do PSB de Duque de Caxias, presidida agora pelo @targinoalcimar 

Na companhia do @abreucristiano e da @alinehisto encontramos por lá pessoas queridas, o deputado @carlos.minc , o meu amigo @hrqsilveira e o @fabiodapadaria 

Através do diálogo e da boa política vamos construir um futuro melhor pra Baixada Fluminense.

#baixadafluminense #baixada #bxd #saojoao #sãojoão #bxd #duquedecaxias #sãojoãodemeriti #meriti #riodejaneiro #política",https://www.instagram.com/p/C3x4pZDJfqt/,2,1080,1080,https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/429569455_18325182790189351_3063987044515398832_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=NT-XgWgybq4AX_adEkf&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfBtLeQQwN6hCEX-ZpY-jlvxArCsSGwR1DYryxTM_2T9hw&oe=65E30A45&_nc_sid=2999b8,,,48,,,2024-02-25T17:49:55.000Z,Gomeia Galpão Criativo,1014464007,Douglas Almeida,douglasalmeidasjm,5745485350,,,False
https://www.instagram.com/delegadojefersonbotelho,3310242472512231666,Image,C3wV_2GgJjy,Domingo eu não sofro…,https://www.instagram.com/p/C3wV_2GgJjy/,2,1080,1080,https://instagram.fwzy1-2.fna.fbcdn.net/v/t39.30808-6/408978057_18310859713177213_7571813194363876095_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fwzy1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=KuByA4tHaHkAX9KABji&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfD3O5dKAL6w63ytueNhm3bCvA1HbvA11rvKBW_lWIxXpQ&oe=65E3EAE8&_nc_sid=2999b8,,"Photo by Jeferson Botelho Pereira in Teófilo Otoni - Vale Do Mucuri - Minas Gerais. May be an image of 2 people, sunglasses and top.",75,,,2024-02-25T03:27:55.000Z,Teófilo Otoni - Vale Do Mucuri - Minas Gerais,302867447075511,Jeferson Botelho Pereira,delegadojefersonbotelho,5421257212,,,False
https://www.instagram.com/douglasalmeidasjm,3311557006781315073,Sidecar,C31A41ip_gB,"Proteja-se contra a dengue!

A vacinação pode salvar a vida do seu filho(a) e de outras crianças. Divulgue! O processo para se vacinar é simples e gratuito. Vamos juntos combater a dengue!

As informações importantes estão no carrossel. Salve para não esquecer!

#Dengue #SUS #PolíticaPública #SãoJoãoDeMeriti #Baixada #bxd",https://www.instagram.com/p/C31A41ip_gB/,1,1080,1080,https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/429501182_18325337620189351_2807516751252568923_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=hubYsqzrb-oAX8-1lk5&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfAQ_4ig4eM_c-lDi0hapbtDD8zuRE_Vu38xqyY-B7YWQw&oe=65E3862A&_nc_sid=2999b8,,,-1,,,2024-02-26T22:59:39.000Z,,,Douglas Almeida,douglasalmeidasjm,5745485350,,,False
https://www.instagram.com/delegadojefersonbotelho,3311913773354424857,Image,C32SAeTg5oZ,"O Brasil vive quatro grandes crises sem precedentes, a crise econômica, a crise política, a crise fiscal e a crise moral. 
Quando o agente público, omissa e condescendentemente, participa ou permite que esquemas fraudulentos sejam formados para desvios de recursos públicos, que deveriam ser revestidos em prol de políticas públicas vinculadas à Educação, Saúde, Segurança Pública, Mobilidade Urbana, certamente ele viola frontalmente os direitos elencados no Pacto de San José da Costa Rica, como direito à vida, liberdade pessoal, acesso à justiça, direito à honra e dignidade, proteção à família, direitos da criança, propriedade privada, circulação e residência, desenvolvimento progressivo, devendo a Comissão Interamericana de Direitos Humanos conhecer dessas violações, e determinar sua imediata cessação.
Assim, a corrupção generalizada no Brasil, com indubitável desvio de finalidade, apresenta obstáculos intransponíveis para a adoção de políticas públicas de implementação dos direitos humanos, configurando, portanto, lesão de difícil reparação.
A violência aqui referenciada é justamente a negação por parte do Estado dos direitos constantes do mínimo existencial, como saúde para todos, educação com qualidade e segurança efetiva, garantindo existência humana digna, a exigir prestações estatais positivas, e que somando aos altos índices de criminalidade, aqui entendida como sendo o somatório de infrações penais, chega-se a conclusão de que o Brasil é um dos lugares mais perigosos do mundo para se viver.
Somente Deus para nos ajudar num momento tão difícil. Não vamos esquecer do Brasil. Não percamos a esperança de um dia ser um País sério e confiante.",https://www.instagram.com/p/C32SAeTg5oZ/,0,633,750,https://instagram.fhan15-1.fna.fbcdn.net/v/t39.30808-6/429824923_18311123974177213_7109934559238311740_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fhan15-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=ojQcqKJYWy4AX-SAtw2&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfCH9hd358-kg0qA4E8CbUICk9Nt-nV1_EaNeaTfUQykYQ&oe=65E45B02&_nc_sid=2999b8,,"Photo by Jeferson Botelho Pereira in Teófilo Otoni - Vale Do Mucuri - Minas Gerais. May be an image of 1 person, microphone and text.",4,,,2024-02-27T10:48:29.000Z,Teófilo Otoni - Vale Do Mucuri - Minas Gerais,302867447075511,Jeferson Botelho Pereira,delegadojefersonbotelho,5421257212,,,False
https://www.instagram.com/comandante_marinho,3305094342359818030,Image,C3eDcsRgp8u,Parabéns Alice por mais um aniversário. Obrigado Senhor pela minha família.,https://www.instagram.com/p/C3eDcsRgp8u/,63,1080,1080,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/427919291_749500333808088_8912929114461058054_n.webp?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=n8YpVuW5mowAX-dkXnS&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA1K9s1xsHBETNz_s6w3OZCRVzJAW85cnMp4yto22DgbA&oe=65E382B6&_nc_sid=2999b8,,"Photo by Comandante Marinho on February 17, 2024. May be an image of 2 people and people smiling.",710,,,2024-02-18T00:59:30.000Z,,,Comandante Marinho,comandante_marinho,6437175582,,,False
https://www.instagram.com/delegadojefersonbotelho,3310240718580176521,Image,C3wVmUoAVaJ,Um nome; uma história.,https://www.instagram.com/p/C3wVmUoAVaJ/,0,1080,1080,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/428634117_18310859413177213_2528024146446341280_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=rhVujd3R4fkAX_VIwBs&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfCy4BN6jj2OXAdylUEv1L_0y_CKj4CYFnNWzX9lvkyjUA&oe=65E3EA11&_nc_sid=2999b8,,Photo by Jeferson Botelho Pereira in Teófilo Otoni - Vale Do Mucuri - Minas Gerais. May be an image of 1 person and microphone.,8,,,2024-02-25T03:24:26.000Z,Teófilo Otoni - Vale Do Mucuri - Minas Gerais,302867447075511,Jeferson Botelho Pereira,delegadojefersonbotelho,5421257212,,,False
https://www.instagram.com/bruno.balarini,3312063924370904705,Video,C320JdVg5aB,"Você se lembra das casas de Brejão que foram prometidas? Se tem dinheiro, se começou a fazer e parou, qual é o problema? 
Gente, ninguém merece passar por isso!
#obras #pessoas #dignidade #engenharia #arquitetura #minasgerais #teofilootoni",https://www.instagram.com/p/C320JdVg5aB/,17,1137,640,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/429820464_389722950535681_1749824949392456862_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=st5U9W6jhuIAX8zMgYa&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCyNk9PExXqYgejaWi0P8xmJe5Ud2s-LcAs14ix2nO0aA&oe=65E09550&_nc_sid=2999b8,https://scontent-mia3-2.cdninstagram.com/v/t50.2886-16/10000000_360615553507815_108178678855798518_n.mp4?_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=MPfnOgpU7TgAX-fIMkJ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAIKcABynFN-ZJIVNADrzFRRAZRKGEeUpjOLwgqjkVodQ&oe=65E0582E&_nc_sid=2999b8,,104,1142.0,2692.0,2024-02-27T15:49:54.000Z,,,Bruno Balarini,bruno.balarini,2931791695,clips,159.311,False
https://www.instagram.com/douglasalmeidasjm,2996960348397274453,Image,CmXV47sJoVV,"Com esse beijão, celebramos hoje a nossa ""boda de beijinhos"". 1 mês de casados. Só está começando @dulceleandro . 💕

Que bom partilhar a vida com você 😍 
Te amo 😘

#wedding
#1mes #love
#amor #casamento

📸 @amonfotografiarj",https://www.instagram.com/p/CmXV47sJoVV/,11,1329,1080,https://instagram.fpoz6-1.fna.fbcdn.net/v/t51.2885-15/321000275_558339482413978_1883501425643755287_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fpoz6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Sbnznm993ZYAX_nB2CX&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA0EurlQXANMajMC9pLwnydn-M93UZVCBcM2fH8c7t8rg&oe=65E312C7&_nc_sid=2999b8,,"Photo shared by Douglas Almeida on December 19, 2022 tagging @dulceleandro.",210,,,2022-12-19T21:32:15.000Z,,,Douglas Almeida,douglasalmeidasjm,5745485350,,,False
https://www.instagram.com/delegadojefersonbotelho,3311372478307129788,Image,C30W7mAgFm8,"Encontro de milhões de valores ilimitados. 
Muita competência, dedicação e lhaneza a serviço do sistema de justiça da sociedade mineira.
Parabéns doutoras Bárbara, @miriamvazchagas e @claudiabrigido  pelo belo trabalho prestado a sociedade mineira. Trabalhar um dia ao lado de vocês foi a realização de um sonho. Respeitosamente.",https://www.instagram.com/p/C30W7mAgFm8/,0,1174,1080,https://instagram.fvdc1-1.fna.fbcdn.net/v/t39.30808-6/428653147_18311046751177213_110660145204130210_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fvdc1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=7zLM2imq-FYAX98od9T&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfCx8eZ8ZKt31cImkUUcM7OsQSZEGbiRen0z2dwmPKErFQ&oe=65E45286&_nc_sid=2999b8,,"Photo by Jeferson Botelho Pereira in Belo Horizonte - Minas Gerais, Brasil. May be an image of 2 people and top.",7,,,2024-02-26T16:53:02.000Z,"Belo Horizonte - Minas Gerais, Brasil",570080656,Jeferson Botelho Pereira,delegadojefersonbotelho,5421257212,,,False
https://www.instagram.com/douglasalmeidasjm,3312155935709211604,Video,C33JEZkpivU,"URGENTE 🚨 

São João está ENTREGUE! Não existe segurança pública na cidade, cadê as autoridades? Cadê o prefeito? 

A criminalidade DOMINOU a nossa cidade! Precisamos mudar isso JÁ! 

#Política #SãoJoãoDeMeriti #Baixada #bxd",https://www.instagram.com/p/C33JEZkpivU/,4,1333,750,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/429573462_1547359559395589_8789232736933417082_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=zoYPff4CnFcAX-lNB1y&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBocHbzXjc0dReSunNpgtL_07Lr7NBYnBTV1Fvr1tWgsw&oe=65E0CA51&_nc_sid=2999b8,https://scontent-ord5-1.cdninstagram.com/v/t66.30100-16/310744081_360303073546557_270904184394019030_n.mp4?_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ar1DoNbsSJoAX-6ySkI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDQYNw2kJyt7FjhNJmXoKqfDeq8AYATFgFZQdZsQRhgLw&oe=65E0836A&_nc_sid=2999b8,,100,1700.0,4500.0,2024-02-27T18:50:29.000Z,,,Douglas Almeida,douglasalmeidasjm,5745485350,clips,12.1,False
https://www.instagram.com/comandante_marinho,3309391114561035238,Video,C3tUa9OPpvm,"Participação hoje (23/02) na solenidade em comemoração do 32° aniversário de instalação da 2ª Companhia de Bombeiros Militar de Minas Gerais, em Teófilo Otoni. 

@bombeirosteofilootoni 
@19bpmmg
@15rpm_pmmg
@alonsovieira",https://www.instagram.com/p/C3tUa9OPpvm/,35,1333,750,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/409099036_1128880525223304_5760457525166004422_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=0JkcLOyXmHQAX8-8V0H&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfChg8kbHKNoPRbzKDqP1ZoHuOLt2cHvQCt3ALbdEiwJwQ&oe=65E0B143&_nc_sid=2999b8,https://scontent-iad3-2.cdninstagram.com/v/t66.30100-16/10000000_1117276756359750_1981741796677946459_n.mp4?_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=pFbnRkg6w50AX-xz_Lc&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBZfdmy08KztYhi25v-EsTB_vtaCp0Hp1iVcyBZLZiKJQ&oe=65E065FB&_nc_sid=2999b8,,531,3273.0,7339.0,2024-02-23T23:23:22.000Z,CDL Teófilo Otoni,770700137,Comandante Marinho,comandante_marinho,6437175582,clips,89.456,False
